state	yr	qtr	index_nsa	index_sa	Warning
KY	1999	1	139.60	140.40	
KY	1999	2	141.83	141.90	
KY	1999	3	143.85	143.92	
KY	1999	4	144.59	145.16	
KY	2000	1	146.59	147.53	
KY	2000	2	148.31	148.33	
KY	2000	3	149.42	149.54	
KY	2000	4	150.20	150.72	
KY	2001	1	150.78	151.84	
KY	2001	2	153.34	153.31	
KY	2001	3	154.50	154.64	
KY	2001	4	155.70	156.17	
KY	2002	1	155.62	156.80	
KY	2002	2	158.87	158.81	
KY	2002	3	159.19	159.28	
KY	2002	4	161.47	161.98	
KY	2003	1	162.06	163.38	
KY	2003	2	165.48	165.37	
KY	2003	3	167.66	167.67	
KY	2003	4	168.42	169.02	
KY	2004	1	171.04	172.53	
KY	2004	2	173.10	172.93	
KY	2004	3	174.83	174.67	
KY	2004	4	176.52	177.30	
KY	2005	1	176.89	178.54	
KY	2005	2	180.89	180.64	
KY	2005	3	183.34	182.95	
KY	2005	4	183.59	184.56	
KY	2006	1	186.02	187.95	
KY	2006	2	188.12	187.74	
KY	2006	3	189.52	188.89	
KY	2006	4	188.65	189.75	
KY	2007	1	189.18	191.39	
KY	2007	2	193.42	192.94	
KY	2007	3	192.63	191.75	
KY	2007	4	191.02	192.17	
KY	2008	1	188.47	190.96	
KY	2008	2	192.04	191.51	
KY	2008	3	192.05	190.92	
KY	2008	4	187.41	188.56	
KY	2009	1	186.37	189.10	
KY	2009	2	189.45	188.89	
KY	2009	3	189.84	188.47	
KY	2009	4	187.66	188.85	
KY	2010	1	185.03	187.98	
KY	2010	2	187.34	186.74	
KY	2010	3	189.12	187.51	
KY	2010	4	187.20	188.51	
KY	2011	1	182.08	185.15	
KY	2011	2	184.44	183.76	
KY	2011	3	185.30	183.54	
KY	2011	4	182.04	183.44	
KY	2012	1	183.33	186.58	
KY	2012	2	189.83	188.99	
KY	2012	3	189.23	187.29	
KY	2012	4	188.76	190.39	
KY	2013	1	187.96	191.41	
KY	2013	2	194.24	193.21	
KY	2013	3	198.03	195.93	
KY	2013	4	194.31	196.12	
LA	1991	1	100.00	100.00	
LA	1991	2	102.50	101.94	
LA	1991	3	104.10	103.50	
LA	1991	4	104.61	104.14	
LA	1992	1	105.66	105.68	
LA	1992	2	107.65	107.04	
LA	1992	3	108.88	108.24	
LA	1992	4	110.83	110.39	
LA	1993	1	111.59	111.61	
LA	1993	2	113.40	112.69	
LA	1993	3	116.02	115.37	
LA	1993	4	118.59	118.17	
LA	1994	1	120.04	120.04	
LA	1994	2	122.50	121.68	
LA	1994	3	123.90	123.22	
LA	1994	4	122.37	122.03	
LA	1995	1	123.80	123.74	
LA	1995	2	127.40	126.51	
LA	1995	3	128.90	128.19	
LA	1995	4	129.99	129.69	
LA	1996	1	132.04	131.95	
LA	1996	2	133.87	132.93	
LA	1996	3	134.53	133.71	
LA	1996	4	135.76	135.55	
LA	1997	1	136.97	136.85	
LA	1997	2	138.63	137.67	
LA	1997	3	139.68	138.77	
LA	1997	4	140.50	140.35	
LA	1998	1	142.53	142.40	
LA	1998	2	144.69	143.72	
LA	1998	3	147.11	146.06	
LA	1998	4	148.14	148.03	
LA	1999	1	148.42	148.29	
LA	1999	2	150.93	149.94	
LA	1999	3	152.84	151.67	
LA	1999	4	152.21	152.12	
LA	2000	1	154.19	154.08	
LA	2000	2	157.09	156.09	
LA	2000	3	157.78	156.52	
LA	2000	4	157.03	156.95	
LA	2001	1	159.04	158.92	
LA	2001	2	161.32	160.31	
LA	2001	3	163.56	162.27	
LA	2001	4	164.77	164.66	
LA	2002	1	164.43	164.28	
LA	2002	2	168.26	167.26	
LA	2002	3	170.33	169.04	
LA	2002	4	171.58	171.40	
LA	2003	1	174.33	174.11	
LA	2003	2	176.26	175.26	
LA	2003	3	179.58	178.28	
LA	2003	4	181.19	180.94	
LA	2004	1	183.42	183.13	
LA	2004	2	187.91	186.92	
LA	2004	3	190.79	189.40	
LA	2004	4	192.19	191.92	
LA	2005	1	194.88	194.58	
LA	2005	2	199.67	198.58	
LA	2005	3	203.27	201.77	
LA	2005	4	213.05	212.86	
LA	2006	1	218.71	218.39	
LA	2006	2	223.93	222.61	
LA	2006	3	228.34	226.60	
LA	2006	4	230.03	229.89	
LA	2007	1	233.13	232.93	
LA	2007	2	236.08	234.56	
LA	2007	3	237.93	235.99	
LA	2007	4	235.32	235.21	
LA	2008	1	233.78	233.85	
LA	2008	2	234.13	232.49	
LA	2008	3	232.30	230.25	
LA	2008	4	228.98	228.78	
LA	2009	1	229.59	230.12	
LA	2009	2	231.73	229.92	
LA	2009	3	229.35	227.16	
LA	2009	4	229.71	229.44	
LA	2010	1	228.58	229.52	
LA	2010	2	230.66	228.63	
LA	2010	3	231.93	229.69	
LA	2010	4	226.94	226.56	
LA	2011	1	222.27	223.40	
LA	2011	2	226.18	224.09	
LA	2011	3	226.13	223.94	
LA	2011	4	225.13	224.72	
LA	2012	1	222.89	224.11	
LA	2012	2	230.31	228.09	
LA	2012	3	234.11	231.94	
LA	2012	4	233.05	232.59	
LA	2013	1	238.97	240.26	
LA	2013	2	242.79	240.42	
LA	2013	3	242.94	240.75	
LA	2013	4	244.06	243.61	
MA	1991	1	100.00	100.00	
MA	1991	2	98.72	98.04	
MA	1991	3	97.39	96.92	
MA	1991	4	98.10	97.52	
MA	1992	1	98.53	98.61	
MA	1992	2	96.54	95.86	
MA	1992	3	97.02	96.46	
MA	1992	4	97.29	96.77	
MA	1993	1	94.86	95.04	
MA	1993	2	97.03	96.30	
MA	1993	3	97.43	96.72	
MA	1993	4	97.07	96.65	
MA	1994	1	96.89	97.15	
MA	1994	2	98.26	97.48	
MA	1994	3	98.52	97.67	
MA	1994	4	98.69	98.34	
MA	1995	1	98.27	98.62	
MA	1995	2	99.77	98.95	
MA	1995	3	100.58	99.58	
MA	1995	4	100.44	100.16	
MA	1996	1	101.03	101.49	
MA	1996	2	103.51	102.63	
MA	1996	3	104.67	103.53	
MA	1996	4	105.09	104.83	
MA	1997	1	104.41	104.99	
MA	1997	2	108.22	107.26	
MA	1997	3	109.88	108.54	
MA	1997	4	111.05	110.86	
MA	1998	1	112.56	113.29	
MA	1998	2	117.25	116.17	
MA	1998	3	120.68	119.09	
MA	1998	4	121.93	121.80	
MA	1999	1	124.40	125.26	
MA	1999	2	130.25	129.05	
MA	1999	3	134.97	133.07	
MA	1999	4	137.16	137.06	
MA	2000	1	140.56	141.57	
MA	2000	2	148.47	147.13	
MA	2000	3	153.84	151.61	
MA	2000	4	157.70	157.57	
MA	2001	1	162.54	163.72	
MA	2001	2	170.36	168.89	
MA	2001	3	176.48	173.89	
MA	2001	4	178.74	178.54	
MA	2002	1	182.36	183.68	
MA	2002	2	191.97	190.37	
MA	2002	3	200.55	197.63	
MA	2002	4	203.62	203.44	
MA	2003	1	206.17	207.53	
MA	2003	2	214.01	212.16	
MA	2003	3	219.25	216.23	
MA	2003	4	224.34	224.35	
MA	2004	1	227.89	228.98	
MA	2004	2	236.15	234.03	
MA	2004	3	242.80	239.74	
MA	2004	4	244.27	244.55	
MA	2005	1	247.94	248.69	
MA	2005	2	255.24	252.70	
MA	2005	3	256.70	253.94	
MA	2005	4	253.27	253.81	
MA	2006	1	252.61	252.75	
MA	2006	2	251.03	248.53	
MA	2006	3	248.33	246.10	
MA	2006	4	242.60	243.16	
MA	2007	1	240.72	240.44	
MA	2007	2	243.63	241.17	
MA	2007	3	239.59	237.91	
MA	2007	4	234.42	234.81	
MA	2008	1	232.42	231.78	
MA	2008	2	227.77	225.73	
MA	2008	3	224.14	222.75	
MA	2008	4	221.40	221.37	
MA	2009	1	224.04	223.71	
MA	2009	2	222.39	220.43	
MA	2009	3	220.58	219.12	
MA	2009	4	219.97	219.51	
MA	2010	1	218.95	219.35	
MA	2010	2	220.44	218.44	
MA	2010	3	219.20	217.29	
MA	2010	4	218.09	217.42	
MA	2011	1	211.77	213.05	
MA	2011	2	216.33	214.08	
MA	2011	3	216.28	213.85	
MA	2011	4	213.17	212.66	
MA	2012	1	210.15	211.99	
MA	2012	2	216.24	213.73	
MA	2012	3	218.53	215.65	
MA	2012	4	217.96	217.75	
MA	2013	1	219.55	221.69	
MA	2013	2	228.46	225.63	
MA	2013	3	232.41	229.17	
MA	2013	4	232.60	232.61	
MD	1991	1	100.00	100.00	
MD	1991	2	101.22	100.18	
MD	1991	3	100.65	99.75	
MD	1991	4	102.19	101.10	
MD	1992	1	102.99	102.95	
MD	1992	2	101.58	100.56	
MD	1992	3	103.21	102.27	
MD	1992	4	103.25	102.22	
MD	1993	1	101.42	101.31	
MD	1993	2	102.34	101.37	
MD	1993	3	103.06	102.05	
MD	1993	4	102.91	102.00	
MD	1994	1	102.34	102.08	
MD	1994	2	103.81	102.91	
MD	1994	3	102.97	101.90	
MD	1994	4	102.32	101.54	
MD	1995	1	101.98	101.57	
MD	1995	2	101.70	100.85	
MD	1995	3	103.26	102.20	
MD	1995	4	102.86	102.19	
MD	1996	1	103.13	102.59	
MD	1996	2	103.17	102.32	
MD	1996	3	103.49	102.46	
MD	1996	4	102.89	102.26	
MD	1997	1	103.38	102.79	
MD	1997	2	103.27	102.37	
MD	1997	3	103.76	102.75	
MD	1997	4	104.52	103.91	
MD	1998	1	105.12	104.57	
MD	1998	2	106.11	105.11	
MD	1998	3	106.68	105.62	
MD	1998	4	107.80	107.16	
MD	1999	1	109.63	109.24	
MD	1999	2	111.71	110.54	
MD	1999	3	112.94	111.71	
MD	1999	4	114.51	113.86	
MD	2000	1	115.44	115.25	
MD	2000	2	119.59	118.25	
MD	2000	3	121.95	120.43	
MD	2000	4	122.92	122.26	
MD	2001	1	125.57	125.60	
MD	2001	2	130.73	129.22	
MD	2001	3	134.52	132.57	
MD	2001	4	137.29	136.68	
MD	2002	1	140.50	140.72	
MD	2002	2	147.30	145.56	
MD	2002	3	153.57	151.07	
MD	2002	4	157.96	157.41	
MD	2003	1	159.58	159.96	
MD	2003	2	168.60	166.52	
MD	2003	3	176.29	173.30	
MD	2003	4	180.39	179.92	
MD	2004	1	187.37	187.80	
MD	2004	2	198.86	196.28	
MD	2004	3	209.76	206.31	
MD	2004	4	215.66	215.14	
MD	2005	1	225.05	225.47	
MD	2005	2	240.74	237.54	
MD	2005	3	252.39	248.43	
MD	2005	4	255.60	255.02	
MD	2006	1	260.79	261.04	
MD	2006	2	269.05	265.55	
MD	2006	3	267.53	263.42	
MD	2006	4	268.01	267.49	
MD	2007	1	270.02	270.06	
MD	2007	2	272.92	269.38	
MD	2007	3	269.48	265.48	
MD	2007	4	262.84	262.24	
MD	2008	1	251.27	251.35	
MD	2008	2	242.48	239.29	
MD	2008	3	239.00	235.52	
MD	2008	4	224.34	223.65	
MD	2009	1	225.64	226.02	
MD	2009	2	224.72	221.56	
MD	2009	3	223.73	220.54	
MD	2009	4	215.05	214.18	
MD	2010	1	214.22	215.03	
MD	2010	2	217.32	213.95	
MD	2010	3	212.14	209.09	
MD	2010	4	210.14	209.20	
MD	2011	1	202.16	203.37	
MD	2011	2	206.32	202.70	
MD	2011	3	205.61	202.83	
MD	2011	4	205.12	204.04	
MD	2012	1	198.35	199.90	
MD	2012	2	214.35	210.25	
MD	2012	3	210.86	208.15	
MD	2012	4	212.47	211.20	
MD	2013	1	214.02	215.94	
MD	2013	2	224.56	220.08	
MD	2013	3	225.46	222.65	
MD	2013	4	224.06	222.64	
ME	1991	1	100.00	100.00	
ME	1991	2	100.26	101.28	
ME	1991	3	100.81	101.04	
ME	1991	4	99.85	101.16	
ME	1992	1	102.10	102.18	
ME	1992	2	98.86	99.78	
ME	1992	3	100.31	100.52	
ME	1992	4	100.08	101.45	
ME	1993	1	94.86	95.00	
ME	1993	2	99.47	100.30	
ME	1993	3	97.43	97.57	
ME	1993	4	96.74	98.12	
ME	1994	1	98.24	98.54	
ME	1994	2	98.07	98.71	
ME	1994	3	97.41	97.57	
ME	1994	4	95.83	97.19	
ME	1995	1	96.74	97.18	
ME	1995	2	98.02	98.49	
ME	1995	3	98.75	99.00	
ME	1995	4	97.26	98.50	
ME	1996	1	101.51	102.21	
ME	1996	2	100.63	100.94	
ME	1996	3	102.14	102.52	
ME	1996	4	100.15	101.21	
ME	1997	1	100.95	101.87	
ME	1997	2	102.52	102.78	
ME	1997	3	102.57	103.01	
ME	1997	4	105.50	106.36	
ME	1998	1	106.14	107.36	
ME	1998	2	108.00	108.23	
ME	1998	3	108.96	109.42	
ME	1998	4	112.37	113.13	
ME	1999	1	112.50	113.98	
ME	1999	2	116.34	116.59	
ME	1999	3	118.83	119.21	
ME	1999	4	120.72	121.53	
ME	2000	1	121.05	122.75	
ME	2000	2	127.29	127.61	
ME	2000	3	130.04	130.22	
ME	2000	4	132.25	133.32	
ME	2001	1	135.64	137.53	
ME	2001	2	140.07	140.48	
ME	2001	3	145.43	145.38	
ME	2001	4	146.27	147.75	
ME	2002	1	151.08	153.03	
ME	2002	2	157.12	157.66	
ME	2002	3	162.59	162.39	
ME	2002	4	164.48	166.33	
ME	2003	1	168.55	170.55	
ME	2003	2	173.62	174.28	
ME	2003	3	177.35	177.20	
ME	2003	4	185.07	187.14	
ME	2004	1	184.52	186.58	
ME	2004	2	193.98	194.73	
ME	2004	3	199.95	200.03	
ME	2004	4	202.84	204.89	
ME	2005	1	207.86	210.15	
ME	2005	2	213.78	214.62	
ME	2005	3	218.35	218.68	
ME	2005	4	218.88	220.93	
ME	2006	1	218.35	220.65	
ME	2006	2	219.62	220.48	
ME	2006	3	219.69	220.28	
ME	2006	4	218.27	220.15	
ME	2007	1	218.78	220.91	
ME	2007	2	221.10	222.21	
ME	2007	3	219.53	220.16	
ME	2007	4	220.15	221.87	
ME	2008	1	217.01	218.99	
ME	2008	2	215.21	216.64	
ME	2008	3	216.23	216.83	
ME	2008	4	205.51	206.78	
ME	2009	1	211.19	213.15	
ME	2009	2	211.19	213.01	
ME	2009	3	206.60	207.05	
ME	2009	4	205.45	206.38	
ME	2010	1	205.98	208.02	
ME	2010	2	199.76	201.76	
ME	2010	3	206.36	206.73	
ME	2010	4	203.99	204.63	
ME	2011	1	197.78	199.81	
ME	2011	2	197.19	199.44	
ME	2011	3	203.22	203.48	
ME	2011	4	202.80	203.26	
ME	2012	1	197.81	199.90	
ME	2012	2	198.89	201.28	
ME	2012	3	198.34	198.53	
ME	2012	4	203.08	203.49	
ME	2013	1	204.44	206.62	
ME	2013	2	205.36	207.83	
ME	2013	3	208.55	208.74	
ME	2013	4	205.73	206.18	
MI	1991	1	100.00	100.00	
MI	1991	2	101.73	100.83	
MI	1991	3	102.06	101.36	
MI	1991	4	102.44	102.31	
MI	1992	1	103.81	103.82	
MI	1992	2	104.86	103.93	
MI	1992	3	105.61	104.87	
MI	1992	4	106.28	106.15	
MI	1993	1	105.63	105.65	
MI	1993	2	108.10	107.14	
MI	1993	3	108.88	108.08	
MI	1993	4	109.53	109.42	
MI	1994	1	110.68	110.73	
MI	1994	2	113.22	112.21	
MI	1994	3	114.83	113.95	
MI	1994	4	115.86	115.76	
MI	1995	1	117.90	117.97	
MI	1995	2	121.57	120.47	
MI	1995	3	123.94	122.95	
MI	1995	4	125.51	125.44	
MI	1996	1	128.00	128.10	
MI	1996	2	131.75	130.54	
MI	1996	3	134.04	132.94	
MI	1996	4	135.12	135.06	
MI	1997	1	137.11	137.24	
MI	1997	2	140.61	139.32	
MI	1997	3	142.18	140.97	
MI	1997	4	143.36	143.32	
MI	1998	1	145.24	145.38	
MI	1998	2	149.15	147.80	
MI	1998	3	151.64	150.31	
MI	1998	4	153.08	153.04	
MI	1999	1	155.45	155.61	
MI	1999	2	159.63	158.22	
MI	1999	3	162.12	160.64	
MI	1999	4	163.50	163.46	
MI	2000	1	166.28	166.48	
MI	2000	2	170.86	169.40	
MI	2000	3	173.49	171.84	
MI	2000	4	173.87	173.80	
MI	2001	1	175.87	176.13	
MI	2001	2	179.48	177.97	
MI	2001	3	182.19	180.41	
MI	2001	4	182.12	182.00	
MI	2002	1	183.55	183.91	
MI	2002	2	187.15	185.60	
MI	2002	3	188.83	186.93	
MI	2002	4	189.41	189.22	
MI	2003	1	190.22	190.75	
MI	2003	2	193.02	191.35	
MI	2003	3	195.80	193.77	
MI	2003	4	195.52	195.30	
MI	2004	1	196.29	197.05	
MI	2004	2	200.01	198.11	
MI	2004	3	201.58	199.46	
MI	2004	4	201.45	201.26	
MI	2005	1	200.97	201.92	
MI	2005	2	204.42	202.25	
MI	2005	3	204.82	202.68	
MI	2005	4	201.94	201.80	
MI	2006	1	198.41	199.54	
MI	2006	2	200.42	198.04	
MI	2006	3	198.29	196.27	
MI	2006	4	193.07	192.86	
MI	2007	1	189.43	190.84	
MI	2007	2	190.01	187.51	
MI	2007	3	183.26	181.42	
MI	2007	4	175.66	175.23	
MI	2008	1	169.63	171.34	
MI	2008	2	166.81	164.52	
MI	2008	3	161.77	160.02	
MI	2008	4	154.63	153.97	
MI	2009	1	158.34	160.51	
MI	2009	2	157.09	154.89	
MI	2009	3	152.98	151.03	
MI	2009	4	150.22	149.36	
MI	2010	1	144.37	146.94	
MI	2010	2	149.07	146.97	
MI	2010	3	147.48	145.11	
MI	2010	4	146.08	145.23	
MI	2011	1	138.65	141.67	
MI	2011	2	141.15	139.11	
MI	2011	3	144.73	141.86	
MI	2011	4	143.89	143.25	
MI	2012	1	140.75	144.18	
MI	2012	2	151.16	148.96	
MI	2012	3	154.76	151.11	
MI	2012	4	154.68	154.36	
MI	2013	1	154.91	158.88	
MI	2013	2	166.45	163.96	
MI	2013	3	172.38	167.88	
MI	2013	4	168.89	168.92	
MN	1991	1	100.00	100.00	
MN	1991	2	99.36	98.78	
MN	1991	3	99.99	99.26	
MN	1991	4	100.23	100.28	
MN	1992	1	101.34	101.37	
MN	1992	2	102.84	102.23	
MN	1992	3	104.33	103.55	
MN	1992	4	104.50	104.53	
MN	1993	1	105.58	105.69	
MN	1993	2	107.91	107.23	
MN	1993	3	109.27	108.44	
MN	1993	4	109.70	109.66	
MN	1994	1	111.14	111.38	
MN	1994	2	113.29	112.55	
MN	1994	3	113.69	112.79	
MN	1994	4	114.32	114.24	
MN	1995	1	114.19	114.54	
MN	1995	2	116.66	115.88	
MN	1995	3	118.75	117.76	
MN	1995	4	119.42	119.30	
MN	1996	1	120.08	120.53	
MN	1996	2	122.98	122.18	
MN	1996	3	124.05	122.92	
MN	1996	4	124.89	124.80	
MN	1997	1	125.28	125.81	
MN	1997	2	127.37	126.52	
MN	1997	3	129.37	128.11	
MN	1997	4	129.21	129.19	
MN	1998	1	130.62	131.21	
MN	1998	2	134.46	133.54	
MN	1998	3	138.14	136.66	
MN	1998	4	139.92	140.04	
MN	1999	1	142.02	142.68	
MN	1999	2	148.35	147.27	
MN	1999	3	152.35	150.64	
MN	1999	4	154.08	154.33	
MN	2000	1	158.51	159.27	
MN	2000	2	164.83	163.56	
MN	2000	3	169.82	167.85	
MN	2000	4	172.39	172.77	
MN	2001	1	176.76	177.62	
MN	2001	2	184.12	182.65	
MN	2001	3	189.45	187.30	
MN	2001	4	190.08	190.47	
MN	2002	1	193.64	194.57	
MN	2002	2	201.32	199.71	
MN	2002	3	206.65	204.36	
MN	2002	4	208.12	208.47	
MN	2003	1	212.12	213.14	
MN	2003	2	218.55	216.80	
MN	2003	3	223.10	220.74	
MN	2003	4	225.60	225.90	
MN	2004	1	228.89	229.95	
MN	2004	2	234.97	233.07	
MN	2004	3	239.96	237.55	
MN	2004	4	240.80	241.08	
MN	2005	1	242.36	243.43	
MN	2005	2	248.91	246.88	
MN	2005	3	253.15	250.68	
MN	2005	4	253.43	253.71	
MN	2006	1	253.24	254.42	
MN	2006	2	256.45	254.26	
MN	2006	3	255.12	252.65	
MN	2006	4	252.02	252.11	
MN	2007	1	252.66	254.27	
MN	2007	2	254.49	252.11	
MN	2007	3	250.55	248.13	
MN	2007	4	242.48	242.14	
MN	2008	1	236.53	238.75	
MN	2008	2	234.28	231.92	
MN	2008	3	230.86	228.50	
MN	2008	4	220.65	219.79	
MN	2009	1	221.54	224.57	
MN	2009	2	222.84	220.47	
MN	2009	3	218.99	216.44	
MN	2009	4	217.01	215.71	
MN	2010	1	209.16	212.89	
MN	2010	2	216.64	214.34	
MN	2010	3	212.84	209.84	
MN	2010	4	210.12	208.68	
MN	2011	1	196.80	200.95	
MN	2011	2	200.03	197.93	
MN	2011	3	202.71	199.28	
MN	2011	4	201.65	200.40	
MN	2012	1	196.19	200.61	
MN	2012	2	207.25	205.24	
MN	2012	3	212.62	208.39	
MN	2012	4	212.90	211.98	
MN	2013	1	213.53	218.37	
MN	2013	2	224.42	222.38	
MN	2013	3	232.18	227.03	
MN	2013	4	228.63	228.09	
MO	1991	1	100.00	100.00	
MO	1991	2	100.81	100.35	
MO	1991	3	101.37	100.64	
MO	1991	4	102.05	101.87	
MO	1992	1	102.55	102.54	
MO	1992	2	103.40	102.95	
MO	1992	3	104.26	103.48	
MO	1992	4	104.27	104.10	
MO	1993	1	104.05	104.03	
MO	1993	2	106.49	106.04	
MO	1993	3	108.21	107.36	
MO	1993	4	108.97	108.82	
MO	1994	1	110.51	110.48	
MO	1994	2	112.33	111.87	
MO	1994	3	114.00	113.09	
MO	1994	4	113.92	113.79	
MO	1995	1	115.37	115.34	
MO	1995	2	116.55	116.07	
MO	1995	3	118.98	118.02	
MO	1995	4	119.26	119.14	
MO	1996	1	120.02	119.96	
MO	1996	2	122.24	121.72	
MO	1996	3	123.69	122.71	
MO	1996	4	124.09	123.95	
MO	1997	1	125.16	125.12	
MO	1997	2	125.94	125.36	
MO	1997	3	127.23	126.27	
MO	1997	4	127.99	127.83	
MO	1998	1	129.16	129.17	
MO	1998	2	131.40	130.72	
MO	1998	3	133.53	132.55	
MO	1998	4	134.78	134.59	
MO	1999	1	136.70	136.80	
MO	1999	2	139.32	138.49	
MO	1999	3	141.17	140.16	
MO	1999	4	141.72	141.54	
MO	2000	1	143.43	143.60	
MO	2000	2	147.42	146.49	
MO	2000	3	148.64	147.54	
MO	2000	4	150.49	150.31	
MO	2001	1	151.42	151.66	
MO	2001	2	155.85	154.83	
MO	2001	3	158.00	156.80	
MO	2001	4	158.78	158.59	
MO	2002	1	159.90	160.21	
MO	2002	2	163.31	162.21	
MO	2002	3	165.56	164.25	
MO	2002	4	166.85	166.69	
MO	2003	1	168.91	169.28	
MO	2003	2	171.98	170.82	
MO	2003	3	175.07	173.59	
MO	2003	4	176.44	176.37	
MO	2004	1	178.70	179.12	
MO	2004	2	182.46	181.22	
MO	2004	3	185.04	183.25	
MO	2004	4	186.45	186.56	
MO	2005	1	187.69	188.26	
MO	2005	2	193.36	191.91	
MO	2005	3	196.45	194.31	
MO	2005	4	197.38	197.77	
MO	2006	1	199.63	200.43	
MO	2006	2	202.46	200.68	
MO	2006	3	205.02	202.57	
MO	2006	4	202.81	203.48	
MO	2007	1	204.27	205.42	
MO	2007	2	206.88	204.67	
MO	2007	3	207.67	204.96	
MO	2007	4	201.17	202.15	
MO	2008	1	196.89	198.21	
MO	2008	2	200.13	197.73	
MO	2008	3	197.06	194.24	
MO	2008	4	191.32	192.52	
MO	2009	1	191.75	193.27	
MO	2009	2	194.03	191.45	
MO	2009	3	192.78	189.89	
MO	2009	4	189.26	190.59	
MO	2010	1	185.37	186.98	
MO	2010	2	191.63	189.01	
MO	2010	3	188.29	185.35	
MO	2010	4	178.73	179.99	
MO	2011	1	175.95	177.63	
MO	2011	2	177.52	175.06	
MO	2011	3	181.35	178.45	
MO	2011	4	176.30	177.51	
MO	2012	1	178.92	180.67	
MO	2012	2	184.22	181.81	
MO	2012	3	184.74	181.64	
MO	2012	4	184.50	185.72	
MO	2013	1	183.74	185.59	
MO	2013	2	191.06	188.60	
MO	2013	3	194.96	191.69	
MO	2013	4	190.89	192.08	
MS	1991	1	100.00	100.00	
MS	1991	2	99.03	99.17	
MS	1991	3	98.67	99.09	
MS	1991	4	100.49	100.96	
MS	1992	1	103.33	103.40	
MS	1992	2	103.58	103.71	
MS	1992	3	103.47	103.87	
MS	1992	4	103.94	104.39	
MS	1993	1	104.93	105.14	
MS	1993	2	106.06	106.16	
MS	1993	3	107.85	108.18	
MS	1993	4	109.28	109.72	
MS	1994	1	111.08	111.48	
MS	1994	2	113.30	113.35	
MS	1994	3	114.12	114.36	
MS	1994	4	115.25	115.72	
MS	1995	1	115.92	116.50	
MS	1995	2	117.80	117.78	
MS	1995	3	118.66	118.82	
MS	1995	4	119.85	120.36	
MS	1996	1	119.64	120.35	
MS	1996	2	121.62	121.53	
MS	1996	3	123.82	123.92	
MS	1996	4	124.13	124.71	
MS	1997	1	124.63	125.42	
MS	1997	2	126.69	126.55	
MS	1997	3	126.62	126.65	
MS	1997	4	127.03	127.70	
MS	1998	1	129.00	129.85	
MS	1998	2	131.16	131.01	
MS	1998	3	131.85	131.79	
MS	1998	4	133.50	134.28	
MS	1999	1	135.12	136.00	
MS	1999	2	137.21	137.11	
MS	1999	3	138.50	138.37	
MS	1999	4	137.33	138.11	
MS	2000	1	138.21	139.10	
MS	2000	2	141.34	141.36	
MS	2000	3	142.81	142.61	
MS	2000	4	141.82	142.59	
MS	2001	1	142.42	143.30	
MS	2001	2	144.44	144.59	
MS	2001	3	146.26	146.00	
MS	2001	4	146.65	147.41	
MS	2002	1	146.99	147.85	
MS	2002	2	147.23	147.48	
MS	2002	3	150.00	149.76	
MS	2002	4	151.70	152.43	
MS	2003	1	152.36	153.20	
MS	2003	2	153.49	153.78	
MS	2003	3	154.79	154.65	
MS	2003	4	154.32	154.96	
MS	2004	1	156.81	157.67	
MS	2004	2	159.89	160.17	
MS	2004	3	161.81	161.77	
MS	2004	4	161.74	162.26	
MS	2005	1	165.14	166.28	
MS	2005	2	168.08	168.16	
MS	2005	3	172.62	172.67	
MS	2005	4	177.64	177.97	
MS	2006	1	179.41	181.18	
MS	2006	2	185.34	185.13	
